class,x1,x2
-1,1.221494519,-0.39414057
1,-0.668591009,0.508055604
1,0.93619859,0.746371574
-1,-0.686422004,-0.683524249
1,1.061015559,0.201649356
1,-1.54230979,-0.121779461
-1,-0.365464085,-0.64947911
1,-0.579436031,0.746371574
1,0.490423701,-0.479253417
-1,0.971860581,-0.121779461
1,1.738593389,0.542100743
1,0.062479808,1.120868099
1,-0.829069969,-1.602742992
-1,0.45476171,0.286762203
-1,1.453297461,0.933619837
-1,-0.632929018,0.950642406
1,0.169465782,-0.240937446
1,1.061015559,-1.415494729
-1,1.132339541,1.274071223
-1,1.488959452,1.631545179
1,-0.169323134,-1.738923546
-1,0.169465782,-1.228246467
1,0.151634786,-0.223914877
-1,0.115972795,0.235694495
-1,-1.667126759,-1.160156189
1,1.221494519,-1.262291605
1,1.043184563,0.371875049
1,1.221494519,0.661258728
1,-1.613633773,-0.683524249
1,0.864874608,-1.262291605
1,-0.472450058,0.320807341
1,1.41763547,0.661258728
1,-1.54230979,1.001710114
1,-1.274844857,-0.564366263
-1,-1.007379924,-1.6538107
-1,1.328480492,-0.445208278
-1,-0.989548929,0.201649356
1,0.436930715,-0.547343694
-1,-0.989548929,-1.347404452
-1,1.310649496,1.495364625
-1,-0.329802094,1.069800392
1,-0.989548929,0.933619837
-1,-0.365464085,0.950642406
1,0.650902661,1.240026085
-1,1.274987505,-0.411163139
-1,-0.668591009,1.086822961
1,-1.738450741,1.393229209
-1,-0.294140102,1.10384553
-1,-1.363999835,-1.14313362
1,1.221494519,0.167604218
-1,-0.54377404,1.086822961
-1,0.276451755,-1.109088482
-1,-0.365464085,1.546432333
1,1.435466465,-1.63678813
1,-1.346168839,0.882552129
-1,-0.204985125,1.291093793
-1,0.900536599,-0.292005154
-1,1.506790447,-0.39414057
1,-0.722083995,0.303784772
1,1.09667755,0.780416713
-1,0.633071666,0.09951394
-1,0.61524067,-1.023975635
1,0.77571963,-0.206892308
-1,0.900536599,-0.547343694
-1,1.168001532,-0.683524249
-1,1.57811443,-0.104756892
1,0.472592706,1.61452261
-1,-1.577971782,-1.279314175
1,0.276451755,1.086822961
-1,1.310649496,1.154913238
-1,1.560283434,1.120868099
1,-1.809774724,1.376206639
1,-1.435323817,1.308116362
-1,-0.561605036,1.274071223
-1,0.668733657,0.09951394
1,1.667269407,-1.619765561
-1,0.579578679,0.695303866
1,0.740057639,-0.1558246
1,-0.38329508,-1.313359313
1,1.043184563,0.456987896
-1,0.222958768,-1.63678813
-1,0.882705603,1.529409763
-1,-0.418957071,1.10384553
-1,1.685100403,0.814461852
-1,0.579578679,-1.738923546
-1,0.044648813,0.337829911
-1,-0.276309107,1.308116362
1,-0.276309107,0.576145881
1,-0.187154129,-1.704878408
1,0.829212617,-0.88779508
-1,-0.918224946,-0.309027723
1,-1.310506848,0.984687545
1,-0.311971098,0.695303866
1,1.685100403,0.388897619
1,1.399804474,-1.211223897
1,1.524621443,-1.364427021
-1,0.133803791,-1.245269036
1,-0.650760013,-1.160156189
-1,0.044648813,-1.075043343
1,-0.294140102,-1.738923546
1,-0.829069969,-1.687855838
1,0.062479808,1.205980946
1,0.080310804,1.325138931
1,0.419099719,1.342161501
-1,-1.02521092,0.508055604
-1,-0.008844174,-1.092065912
1,-0.739914991,0.388897619
-1,1.542452438,1.274071223
1,1.435466465,-1.483585007
-1,0.579578679,-1.602742992
1,-0.044506165,-1.347404452
1,-0.06233716,-1.14313362
-1,-0.597267027,-0.734591956
1,-1.756281737,1.59750004
-1,1.488959452,1.069800392
-1,0.93619859,1.59750004
-1,-0.133661143,1.648567748
1,0.561747684,-0.598411402
1,-1.720619746,-0.360095431
-1,0.383437728,0.133559079
-1,-1.488816804,-1.551675284
-1,-1.774112733,-1.619765561
1,0.026817817,1.529409763
1,-0.561605036,-1.432517299
1,1.560283434,-1.228246467
-1,-1.577971782,-1.364427021
-1,0.61524067,-1.670833269
-1,-0.133661143,-0.530321125
1,-0.06233716,-1.347404452
1,1.595945425,-1.602742992
1,1.738593389,-0.972907927
-1,-1.720619746,-1.670833269
-1,0.258620759,-1.058020774
1,-1.02521092,1.291093793
-1,0.080310804,-1.006953066
1,1.346311487,0.235694495
1,-1.221351871,0.916597268
-1,-0.22281612,-0.734591956
-1,1.720762394,1.188958377
1,0.597409675,1.512387194
-1,-1.399661826,0.269739633
1,-0.080168156,-0.955885358
-1,-1.203520875,-1.279314175
-1,-0.187154129,1.274071223
1,-0.008844174,1.563454902
-1,-1.470985808,-0.989930496
1,-0.989548929,1.223003515
1,1.685100403,0.712326436
-1,0.918367594,-0.700546818
1,0.329944742,-0.802682234
-1,1.239325514,-0.496275986
1,-0.846900964,-1.500607576
1,-1.399661826,-0.070711753
-1,-1.078703906,0.678281297
1,-1.043041915,-0.121779461
1,-1.150027889,-0.530321125
1,1.346311487,0.763394144
-1,0.650902661,0.252717064
1,0.597409675,-0.121779461
-1,1.203663523,0.916597268
1,0.650902661,1.035755253
1,0.704395648,-0.88779508
1,-0.294140102,-0.955885358
1,1.435466465,0.678281297
-1,-0.971717933,0.712326436
-1,-0.686422004,1.035755253
-1,-1.54230979,0.797439282
1,0.633071666,0.86552956
-1,-0.722083995,1.427274347
-1,0.882705603,-0.189869738
-1,1.043184563,-0.513298555
-1,1.025353568,1.376206639
-1,1.506790447,-0.564366263
-1,-0.882562955,-0.88779508
-1,-0.722083995,1.291093793
-1,-1.70278875,0.201649356
1,-0.06233716,-1.313359313
1,-0.775576982,0.35485248
-1,1.025353568,1.257048654
1,0.864874608,-1.194201328
-1,1.364142483,1.308116362
1,0.526085692,-0.88779508
1,-1.738450741,-0.087734322
1,-1.774112733,-0.411163139
-1,1.25715651,1.563454902
-1,-0.953886938,0.695303866
-1,-1.096534902,-0.019644045
1,0.864874608,0.678281297
1,1.524621443,-1.551675284
-1,1.310649496,1.61452261
-1,0.312113746,0.797439282
-1,0.419099719,-1.313359313
1,0.258620759,-0.070711753
1,-1.720619746,1.59750004
1,0.115972795,1.137890669
-1,1.114508545,1.529409763
1,-0.579436031,0.133559079
1,0.401268724,-0.564366263
1,-0.008844174,1.61452261
1,0.508254697,-0.087734322
-1,-0.454619062,1.001710114
-1,-0.704253,-0.564366263
-1,-0.204985125,-0.360095431
-1,-0.704253,-0.360095431
-1,0.222958768,0.303784772
1,0.900536599,-1.551675284
-1,-0.597267027,1.59750004
1,-1.595802777,1.59750004
1,-1.631464768,1.393229209
1,-1.310506848,1.205980946
-1,1.09667755,1.308116362
1,1.560283434,0.201649356
1,1.025353568,-1.330381883
1,1.185832528,-1.296336744
-1,1.595945425,1.563454902
-1,0.543916688,-1.415494729
1,-1.506647799,1.154913238
-1,-1.257013862,0.729349005
-1,-0.329802094,1.018732684
-1,-1.738450741,-1.194201328
-1,-1.684957755,0.695303866
-1,-1.756281737,0.150581648
-1,0.508254697,-1.602742992
1,0.401268724,1.529409763
1,-1.649295764,-0.734591956
-1,-1.132196893,-1.262291605
-1,-0.22281612,1.410251778
-1,-0.418957071,1.154913238
-1,1.078846554,-0.070711753
1,1.595945425,0.508055604
1,-1.649295764,-0.581388833
1,-1.114365897,-0.717569387
1,-0.846900964,-1.687855838
-1,-0.026675169,-0.036666614
-1,-0.008844174,0.678281297
1,1.185832528,0.371875049
-1,-0.882562955,1.018732684
-1,1.221494519,-0.206892308
-1,1.41763547,-0.530321125
1,-0.704253,0.763394144
1,1.738593389,-1.500607576
1,0.77571963,-0.870772511
-1,-0.882562955,-0.666501679
-1,1.007522572,-0.206892308
-1,0.205127773,0.439965327
1,-1.02521092,-0.751614526
1,-0.187154129,0.133559079
1,0.508254697,-0.053689184
-1,-0.454619062,0.882552129
-1,1.292818501,-0.513298555
1,0.597409675,-0.343072862
-1,-0.329802094,-0.070711753
-1,1.346311487,1.410251778
1,-0.650760013,0.678281297
1,-1.667126759,-0.189869738
1,1.506790447,-0.989930496
-1,0.044648813,0.320807341
1,-0.06233716,-1.279314175
1,-0.650760013,-1.483585007
1,-0.615098022,-1.39847216
-1,-0.204985125,0.984687545
-1,-0.490281053,-0.309027723
1,0.080310804,-0.360095431
1,0.757888635,1.052777822
-1,1.292818501,1.410251778
-1,-1.667126759,-1.330381883
-1,0.187296777,0.627213589
1,-1.346168839,1.631545179
-1,1.381973479,-0.632456541
1,-0.133661143,-1.551675284
-1,-0.22281612,-0.104756892
1,1.364142483,0.474010465
-1,-1.114365897,0.184626787
-1,0.722226643,0.133559079
-1,0.633071666,-1.381449591
1,0.900536599,-1.023975635
-1,1.506790447,1.137890669
1,-1.310506848,1.342161501
1,-0.329802094,0.678281297
-1,-0.704253,1.223003515
1,-1.756281737,-0.819704803
-1,-1.470985808,-1.313359313
-1,0.793550626,-1.347404452
1,1.399804474,-1.058020774
1,-0.294140102,0.269739633
-1,0.954029586,-0.632456541
-1,1.168001532,-0.292005154
1,1.560283434,-1.058020774
1,-0.86473196,0.695303866
-1,-1.221351871,-0.019644045
-1,-0.793407978,-0.700546818
1,0.757888635,-0.819704803
1,0.098141799,1.427274347
1,1.09667755,0.695303866
-1,-0.240647116,-0.564366263
-1,-0.347633089,1.188958377
1,1.25715651,0.269739633
-1,-1.791943728,-1.585720423
-1,0.133803791,0.320807341
1,0.882705603,-1.160156189
1,-0.115830147,-1.381449591
-1,1.738593389,1.120868099
1,0.508254697,1.069800392
-1,0.579578679,0.559123312
-1,0.704395648,0.474010465
1,-0.615098022,-1.109088482
-1,-0.258478111,1.291093793
-1,0.472592706,-0.036666614
-1,-0.097999152,1.137890669
-1,1.239325514,-0.530321125
-1,1.57811443,-0.462230847
1,-0.044506165,-1.313359313
-1,1.57811443,-0.087734322
-1,0.61524067,0.797439282
-1,-0.38329508,-0.615433971
1,-0.454619062,-1.449539868
1,-0.169323134,-1.483585007
1,-0.953886938,0.84850699
-1,-0.632929018,-0.751614526
-1,0.793550626,0.11653651
-1,-0.365464085,-0.819704803
-1,0.383437728,0.303784772
1,-0.204985125,-1.483585007
1,1.542452438,-1.040998204
-1,-0.258478111,-0.64947911
-1,1.364142483,-0.292005154
1,-0.54377404,-1.500607576
1,-0.757745987,-1.177178759
-1,1.381973479,-0.121779461
1,1.399804474,0.576145881
1,-1.613633773,-0.581388833
1,-0.472450058,0.252717064
1,1.399804474,0.048446232
-1,0.704395648,-1.14313362
1,-1.631464768,-0.836727372
1,0.347775737,-0.274982585
1,-1.649295764,-0.496275986
1,-0.080168156,-1.194201328
-1,-0.936055942,-1.109088482
-1,0.062479808,-1.006953066
1,-0.579436031,0.014401094
-1,-1.096534902,0.167604218
1,-1.720619746,-0.581388833
1,-0.739914991,-1.704878408
1,1.346311487,-1.517630145
1,-0.294140102,0.559123312
-1,0.61524067,-1.415494729
-1,-0.579436031,-0.39414057
1,0.561747684,-0.240937446
-1,-1.774112733,0.439965327
-1,-1.54230979,-1.075043343
1,-1.560140786,1.529409763
-1,0.419099719,-0.90481765
-1,0.080310804,-1.6538107
-1,-1.756281737,-1.160156189
-1,-1.577971782,0.201649356
1,-0.311971098,0.661258728
1,-0.490281053,-0.90481765
1,-0.525943045,0.797439282
1,-0.668591009,-1.109088482
-1,-0.829069969,1.410251778
-1,-0.311971098,1.120868099
-1,0.686564652,0.048446232
-1,-1.18568988,0.661258728
-1,-1.346168839,-1.670833269
-1,0.864874608,0.967664976
-1,0.989691577,1.291093793
1,-1.18568988,-0.411163139
-1,-0.971717933,-1.023975635
-1,-1.684957755,-1.483585007
1,0.704395648,-0.530321125
-1,0.258620759,0.746371574
-1,-0.971717933,0.456987896
-1,0.793550626,0.661258728
1,1.328480492,0.797439282
1,-1.381830831,1.529409763
1,-1.239182866,-0.428185709
1,0.205127773,1.137890669
1,-0.133661143,-1.364427021
1,1.150170536,0.218671925
1,0.240789764,-0.070711753
-1,0.151634786,-1.534652715
-1,1.41763547,-0.734591956
-1,-1.078703906,0.780416713
1,-1.524478795,-0.581388833
-1,1.471128456,-0.13880203
1,-0.829069969,-1.517630145
1,-0.008844174,0.984687545
1,-0.757745987,0.695303866
-1,0.472592706,0.184626787
-1,1.132339541,1.631545179
1,0.240789764,-0.39414057
-1,-1.595802777,0.508055604
-1,0.080310804,0.031423663
-1,0.882705603,1.171935807
-1,-1.132196893,0.593168451
1,-0.811238973,0.201649356
1,0.133803791,0.814461852
-1,-0.490281053,1.086822961
-1,0.044648813,0.065468802
1,0.258620759,1.086822961
1,-1.54230979,-0.240937446
1,-1.435323817,-0.836727372
-1,1.09667755,-0.104756892
-1,1.078846554,1.325138931
-1,1.720762394,0.86552956
1,1.542452438,-1.075043343
1,1.667269407,-1.602742992
1,0.169465782,1.205980946
-1,-0.329802094,-0.683524249
-1,1.061015559,1.223003515
1,-1.328337844,-0.530321125
-1,1.631607416,-0.445208278
1,0.722226643,-0.326050293
-1,-0.579436031,1.154913238
1,-1.649295764,1.580477471
1,0.45476171,1.291093793
1,0.401268724,1.410251778
-1,0.169465782,0.065468802
-1,1.524621443,-0.513298555
1,-0.882562955,0.797439282
1,-0.436788067,0.048446232
1,0.026817817,0.84850699
1,-0.650760013,-1.194201328
1,1.453297461,-1.568697853
-1,-0.846900964,1.223003515
1,-1.114365897,1.240026085
1,1.09667755,0.388897619
-1,1.364142483,-0.240937446
1,0.740057639,-0.343072862
1,-0.401126076,0.678281297
1,1.649438412,0.422942757
1,1.114508545,0.593168451
-1,-1.043041915,-1.075043343
1,0.989691577,0.09951394
1,1.078846554,0.644236159
1,-1.239182866,-0.39414057
-1,0.900536599,1.086822961
1,-0.490281053,0.201649356
-1,0.240789764,0.678281297
1,0.205127773,1.512387194
1,-0.008844174,1.427274347
-1,0.133803791,-1.432517299
-1,-0.811238973,-0.462230847
1,1.239325514,0.09951394
1,0.312113746,1.052777822
1,1.471128456,-1.670833269
1,-0.115830147,0.712326436
-1,-1.274844857,0.337829911
1,1.239325514,0.422942757
-1,0.829212617,-0.989930496
-1,0.098141799,-1.262291605
1,-0.490281053,0.474010465
1,-1.560140786,-0.428185709
-1,-0.204985125,-0.206892308
1,0.490423701,-0.802682234
1,0.29428275,1.648567748
-1,0.508254697,-1.466562437
1,-0.169323134,-1.211223897
-1,-0.080168156,-0.257960015
1,-0.508112049,0.797439282
1,1.25715651,0.371875049
1,-1.132196893,-0.257960015
1,-1.524478795,1.035755253
1,-0.936055942,1.223003515
-1,-1.791943728,-1.262291605
-1,-0.953886938,-1.006953066
1,-1.791943728,1.512387194
1,-0.472450058,0.712326436
1,1.114508545,0.576145881
-1,0.240789764,0.525078173
-1,1.346311487,-0.360095431
-1,-0.490281053,0.899574698
-1,1.25715651,0.984687545
-1,0.829212617,-1.058020774
1,1.631607416,0.320807341
1,0.971860581,-1.483585007
1,-1.02521092,1.410251778
1,-1.399661826,-0.13880203
1,0.45476171,1.546432333
-1,1.631607416,1.308116362
1,0.526085692,-0.496275986
-1,-1.774112733,0.371875049
1,-1.667126759,-0.751614526
1,-1.417492822,1.052777822
1,0.526085692,1.308116362
-1,0.45476171,-1.602742992
-1,0.900536599,1.342161501
-1,-1.381830831,-1.551675284
-1,-1.381830831,0.746371574
-1,-1.346168839,0.491033035
1,1.685100403,0.576145881
-1,0.276451755,0.167604218
-1,-0.650760013,1.137890669
-1,-1.577971782,-0.036666614
-1,1.150170536,-0.257960015
-1,-0.632929018,1.648567748
1,-0.722083995,0.712326436
1,1.185832528,-1.245269036
1,0.722226643,-0.1558246
1,-1.346168839,-0.360095431
-1,-0.311971098,1.052777822
1,0.329944742,1.240026085
-1,-0.026675169,-1.092065912
-1,-0.811238973,1.223003515
1,-0.579436031,-1.466562437
-1,-0.133661143,0.984687545
-1,-1.595802777,-1.058020774
1,0.222958768,0.84850699
-1,0.29428275,-1.6538107
1,0.686564652,1.393229209
1,0.098141799,1.35918407
-1,-0.936055942,0.456987896
1,0.740057639,-0.751614526
-1,0.240789764,-1.040998204
-1,-0.54377404,-0.13880203
-1,-0.490281053,-0.223914877
1,-1.060872911,-0.053689184
1,-1.381830831,-0.445208278
-1,-0.044506165,-0.870772511
-1,-0.615098022,1.59750004
-1,-0.900393951,0.950642406
1,-0.115830147,-1.109088482
-1,1.488959452,-0.734591956
-1,0.258620759,0.439965327
-1,0.115972795,0.61019102
-1,0.882705603,1.61452261
-1,1.453297461,-0.411163139
1,1.221494519,-1.177178759
-1,0.329944742,-1.262291605
1,0.436930715,1.188958377
-1,1.702931398,-0.615433971
-1,-1.738450741,-1.006953066
1,-0.989548929,1.631545179
1,-0.06233716,0.048446232
-1,-0.722083995,1.120868099
1,0.258620759,1.069800392
-1,1.613776421,-0.632456541
-1,-0.490281053,0.967664976
1,-1.274844857,1.120868099
-1,0.151634786,0.320807341
1,-1.560140786,1.563454902
-1,0.650902661,-0.019644045
1,1.043184563,-1.721900977
1,1.007522572,-1.670833269
-1,-0.86473196,1.529409763
-1,-1.257013862,0.746371574
-1,-1.239182866,0.695303866
1,-0.097999152,-1.023975635
-1,-0.811238973,1.188958377
1,0.526085692,1.580477471
-1,1.114508545,1.478342055
-1,0.098141799,0.508055604
-1,-1.328337844,-1.177178759
1,0.847043612,-0.053689184
1,-1.381830831,-0.700546818
-1,0.61524067,0.35485248
1,-0.008844174,-0.070711753
1,-1.684957755,1.495364625
1,0.098141799,0.933619837
-1,-1.417492822,0.422942757
-1,0.579578679,0.184626787
1,0.044648813,-0.479253417
-1,-1.328337844,0.303784772
-1,1.41763547,-0.666501679
-1,-1.774112733,-1.245269036
-1,-0.240647116,-0.223914877
-1,-0.080168156,-0.39414057
-1,1.649438412,-0.104756892
1,1.09667755,-1.738923546
-1,0.45476171,-0.921840219
-1,0.062479808,-1.432517299
-1,1.346311487,1.580477471
-1,-0.632929018,0.814461852
-1,-0.650760013,-0.547343694
-1,0.61524067,-1.738923546
-1,0.312113746,0.695303866
-1,-0.080168156,1.086822961
1,1.185832528,0.712326436
1,-1.524478795,1.427274347
1,0.918367594,0.644236159
-1,-0.026675169,0.644236159
1,1.41763547,0.422942757
-1,-0.722083995,-0.513298555
-1,0.472592706,0.388897619
-1,0.526085692,-1.279314175
1,-0.294140102,0.542100743
-1,-0.668591009,-0.070711753
-1,-1.221351871,0.405920188
-1,-0.151492138,-0.462230847
1,1.25715651,-1.619765561
1,-0.811238973,-1.670833269
-1,-1.328337844,-1.075043343
1,-0.454619062,0.508055604
1,-0.329802094,0.388897619
-1,-1.649295764,0.014401094
1,-0.401126076,0.167604218
-1,1.25715651,1.069800392
1,0.080310804,1.376206639
1,-0.490281053,-1.585720423
-1,0.597409675,-1.466562437
-1,-1.203520875,-1.211223897
1,1.381973479,-1.262291605
-1,0.205127773,-1.534652715
1,-0.026675169,1.35918407
-1,-1.02521092,0.780416713
1,-0.936055942,-0.666501679
-1,-1.453154813,0.405920188
1,0.722226643,-0.632456541
-1,-1.488816804,-1.602742992
1,-1.150027889,-0.666501679
1,-0.097999152,-1.63678813
-1,0.312113746,-0.036666614
-1,-1.488816804,-1.040998204
-1,0.989691577,-0.39414057
1,-0.971717933,-0.445208278
1,0.864874608,-1.415494729
-1,-1.043041915,-1.500607576
-1,0.187296777,0.388897619
1,1.453297461,0.729349005
1,0.61524067,-0.206892308
-1,-0.311971098,1.376206639
1,-1.096534902,0.814461852
-1,1.114508545,-0.360095431
-1,1.061015559,-0.632456541
1,0.383437728,-0.445208278
-1,1.274987505,1.393229209
-1,-1.096534902,-1.262291605
-1,-0.115830147,-0.172847169
-1,-0.38329508,1.120868099
-1,0.222958768,-1.092065912
-1,-1.257013862,0.11653651
1,0.240789764,0.814461852
-1,-0.133661143,-0.598411402
-1,0.757888635,0.337829911
1,-1.54230979,1.376206639
1,0.668733657,1.086822961
-1,1.631607416,1.427274347
1,-1.167858884,-0.717569387
-1,-0.365464085,-0.343072862
-1,-1.613633773,-0.955885358
1,-0.508112049,0.371875049
-1,1.346311487,-0.223914877
-1,0.508254697,0.746371574
1,-0.169323134,0.235694495
1,0.597409675,1.137890669
-1,1.364142483,1.205980946
1,-1.060872911,1.410251778
-1,1.364142483,1.410251778
1,-0.204985125,0.797439282
1,0.240789764,-0.445208278
-1,1.310649496,-0.326050293
-1,-0.632929018,-0.343072862
-1,-0.38329508,0.933619837
1,0.61524067,1.648567748
1,1.57811443,0.11653651
-1,-0.86473196,1.546432333
-1,1.346311487,1.291093793
1,-0.276309107,-1.704878408
-1,0.579578679,0.150581648
1,-0.169323134,-1.449539868
-1,0.276451755,0.184626787
-1,-0.936055942,0.167604218
-1,1.506790447,-0.309027723
-1,-0.722083995,-0.274982585
-1,-0.668591009,-0.087734322
1,0.436930715,-0.870772511
-1,-0.829069969,-0.496275986
-1,-0.008844174,0.082491371
1,-1.684957755,1.393229209
-1,-0.615098022,-0.547343694
1,1.292818501,-1.194201328
1,1.488959452,-1.330381883
-1,1.720762394,1.120868099
-1,0.329944742,-0.989930496
-1,1.328480492,1.512387194
-1,0.133803791,0.559123312
1,-0.044506165,-1.245269036
1,-0.615098022,0.661258728
-1,0.61524067,-1.449539868
-1,-1.54230979,0.065468802
-1,-1.043041915,-1.313359313
-1,-1.756281737,-0.019644045
-1,-0.115830147,-0.632456541
-1,1.399804474,1.240026085
1,1.631607416,-1.551675284
-1,0.847043612,-1.602742992
-1,1.007522572,0.882552129
-1,-0.401126076,-0.64947911
-1,-0.329802094,1.171935807
1,-0.918224946,-1.364427021
-1,1.685100403,1.291093793
1,0.543916688,-0.309027723
-1,-1.150027889,0.082491371
-1,-0.775576982,-0.632456541
1,1.702931398,0.508055604
-1,1.09667755,0.967664976
-1,0.205127773,0.627213589
-1,-0.06233716,-0.206892308
1,1.221494519,0.712326436
-1,1.41763547,0.984687545
1,-0.508112049,0.35485248
-1,0.971860581,1.137890669
-1,1.381973479,1.308116362
1,0.686564652,-0.496275986
1,-0.436788067,-1.517630145
-1,0.971860581,1.171935807
1,-0.918224946,-1.585720423
1,1.328480492,-0.989930496
-1,-1.381830831,0.201649356
1,1.506790447,-1.279314175
1,1.613776421,-0.019644045
1,-0.615098022,0.644236159
1,1.560283434,0.456987896
1,-0.258478111,-1.466562437
-1,-0.953886938,0.218671925
-1,1.435466465,1.512387194
1,-1.167858884,-0.445208278
-1,-1.70278875,0.303784772
-1,-0.704253,-0.768637095
-1,0.312113746,-0.921840219
1,-0.811238973,0.695303866
-1,-0.775576982,-0.292005154
1,-0.882562955,0.525078173
1,-0.133661143,-1.721900977
-1,0.276451755,-0.019644045
-1,-0.918224946,-0.615433971
1,-0.793407978,-1.551675284
1,-1.274844857,-0.189869738
-1,0.847043612,0.082491371
1,-1.310506848,0.916597268
1,-1.595802777,-0.836727372
1,-1.417492822,-0.360095431
1,1.471128456,0.388897619
1,1.595945425,-1.177178759
1,1.09667755,0.048446232
-1,-0.722083995,1.478342055
-1,0.829212617,-1.6538107
1,-1.577971782,1.069800392
-1,-1.132196893,-1.160156189
1,1.25715651,0.303784772
-1,1.738593389,1.563454902
1,-1.274844857,1.427274347
1,-1.096534902,-0.717569387
1,1.560283434,0.371875049
1,0.29428275,0.86552956
-1,-0.240647116,1.274071223
1,1.25715651,0.235694495
1,0.93619859,-1.228246467
-1,-0.133661143,-0.070711753
-1,-1.203520875,-1.330381883
-1,-0.490281053,-0.39414057
-1,-0.151492138,-0.717569387
1,0.45476171,1.018732684
-1,-1.007379924,-0.989930496
-1,-1.631464768,-1.517630145
1,1.346311487,-1.245269036
-1,0.026817817,-1.6538107
1,-1.078703906,-0.802682234
1,0.436930715,1.444296917
1,0.526085692,1.018732684
1,-0.86473196,0.11653651
-1,0.847043612,-1.415494729
-1,0.240789764,0.61019102
1,-1.02521092,1.529409763
1,0.187296777,1.240026085
-1,1.346311487,-0.39414057
-1,1.613776421,1.631545179
-1,0.419099719,0.678281297
-1,-1.524478795,0.201649356
1,1.132339541,0.286762203
-1,0.419099719,0.576145881
1,-0.971717933,-0.88779508
-1,-1.720619746,-1.228246467
1,0.240789764,-0.683524249
1,1.132339541,-1.6538107
-1,-0.133661143,0.950642406
1,-0.258478111,-1.245269036
1,0.312113746,-0.274982585
1,1.560283434,-1.619765561
-1,0.365606733,-1.670833269
1,1.649438412,0.218671925
-1,0.704395648,-1.738923546
-1,-1.54230979,0.218671925
-1,0.347775737,0.456987896
-1,-1.363999835,0.456987896
-1,-0.044506165,0.967664976
-1,-0.204985125,-0.870772511
-1,-0.632929018,1.410251778
1,-1.363999835,1.59750004
1,-1.435323817,-0.64947911
1,0.312113746,-0.13880203
-1,1.310649496,1.086822961
1,1.114508545,-1.092065912
-1,-0.258478111,1.529409763
1,0.222958768,-0.326050293
